# ieee-oui.txt -- Ethernet vendor OUI file for arp-scan
#
# This file contains the Ethernet vendor OUIs for arp-scan.  These are used
# to determine the vendor for a give Ethernet interface given the MAC address.
#
# Each line of this file contains an OUI-vendor mapping in the form:
#
# <OUI><TAB><Vendor>
#
# Where <OUI> is the first three bytes of the MAC address in hex, and <Vendor>
# is the name of the vendor.
#
# Blank lines and lines beginning with "#" are ignored.
#
# This file was automatically generated by get-oui at 2017-03-03 14:08:26
# using data from http://linuxnet.ca/ieee/oui.txt
#
# Do not edit this file.  If you want to add additional MAC-Vendor mappings,
# edit the file mac-vendor.txt instead.
#
E043DB	Shenzhen ViewAt Technology Co. Ltd
D4507A	CEIVA Logic, Inc
9CC7D1	Sharp Corporation
00B9F6	Shenzhen Super Rich Electronics Co. Ltd
9C5C8D	Firemax Ind?Stria E CoM?Rcio de Produtos Eletr?Nicos  Ltda
E01E07	Anite Telecoms  US. Inc
B06CBF	3ality Digital Systems GmbH
20AA4B	Cisco-Linksys LLC
080D84	GECO, Inc.
88E712	Whirlpool Corporation
644BF0	CalDigit, Inc
2838CF	Gen2wave
50FC30	Treehouse Labs
70704C	Purple Communications, Inc
F47ACC	SolidFire, Inc.
24BC82	Dali Wireless, Inc.
64C5AA	South African Broadcasting Corporation
64ED62	WOORI SysTEMS Co. Ltd
C4237A	WhizNets Inc.
8430E5	SkyHawke Technologies, LLC
2C002C	Unowhy
0481AE	Clack Corporation
C09132	Patriot Memory
A898C6	Shinbo Co. Ltd
006BA0	Shenzhen Universal Intellisys PTE Ltd
502690	Fujitsu Limited
B4211D	Beijing GuangXin Technology Co. Ltd
E039D7	Plexxi, Inc.
FC946C	Ubivelox
38DE60	Mohlenhoff GmbH
2839E7	Preceno Technology Pte.Ltd
28D997	Yuduan Mobile Co. Ltd
886B76	China Hopeful Group Hopeful Electric Co. Ltd
A0CF5B	Cisco Systems Inc.
18C451	Tucson Embedded Systems
582EFE	Lighting Science Group
F8D3A9	AXAN Networks
5CD4AB	Zektor
F8462D	SYNTEC Incorporation
58677F	Clare Controls Inc.
CCA374	Guangdong Guanglian Electronic Technology Co.Ltd
50F61A	Kunshan JADE Technologies Co. Ltd
20BBC6	Jabil Circuit Hungary Ltd
2C9717	I.C.Y. B.V.
64E84F	Serialway Communication Technology Co. Ltd
941D1C	TLab West Systems AB
40667A	mediola - Connected living AG
64808B	VG Controls, Inc.
7C6B52	Tigaro Wireless
48C1AC	Plantronics, Inc.
046D42	Bryston Ltd
D0CF5E	Energy Micro AS
644D70	dSPACE GmbH
807693	Newag SA
FC1794	InterCreative Co. Ltd
181420	TEB SAS
D03110	Ingenic Semiconductor Co. Ltd
AC81F3	Nokia Corporation
94C6EB	NOVA electronics, Inc.
10F9EE	Nokia Corporation
80971B	Altenergy Power System,Inc.
1071F9	Cloud Telecomputers, LLC
C47B2F	Beijing JoinHope Image Technology Ltd
18F650	Multimedia Pacific Limited
704AAE	Xstream Flow (Pty) Ltd
9C934E	Xerox Corporation
3C26D5	Sotera Wireless
FC2E2D	Lorom Industrial Co.Ltd
E84E06	Edup International (HK) Co. Ltd
70B921	Fiberhome Telecommunication Technologies Co. Ltd
E8C320	Austco Communication Systems Pty Ltd
D8973B	Artesyn Embedded Technologies
008D4E	Cjsc NII STT
10C586	BIO Sound LAB Co. Ltd
E8BA70	Cisco Systems Inc.
6473E2	Arbiter Systems, Inc.
00A1DE	ShenZhen ShiHua Technology Co. Ltd
04E1C8	IMS Solu??es em Energia Ltda.
E4DD79	En-Vision America, Inc.
60190C	Rramac
34A709	Trevil srl
F80332	Khomp
C40F09	Hermes electronic GmbH
908D1D	GH Technologies
CCB55A	Fraunhofer ITWM
587521	CJSC RTSoft
64D989	Cisco Systems Inc.
44D3CA	Cisco Systems Inc.
24DAB6	Sistemas de Gesti?n Energ?tica S.A. de C.V
B8F5E7	WayTools, LLC
148A70	ADS GmbH
FC0012	Toshiba Samsung Storage Technolgoy Korea Corporation
F44450	BND Co. Ltd
644346	GuangDong Quick Network Computer Co. Ltd
FCE892	Hangzhou Lancable Technology Co. Ltd
B8B42E	Gionee Communication Equipment Co LtdShenZhen
A84041	Dragino Technology Co., Limited
DCF05D	Letta Teknoloji
D05A0F	I-BT Digital Co. Ltd
7CDD20	IOXOS Technologies S.A.
A0E9DB	Ningbo FreeWings Technologies Co. Ltd
9C7BD2	NEOLAB Convergence
900D66	Digimore Electronics Co. Ltd
48C862	Simo Wireless,Inc.
0CF3EE	EM Microelectronic
F0C27C	Mianyang Netop Telecom Equipment Co. Ltd
BC35E5	Hydro Systems Company
283410	Enigma Diagnostics Limited
28CCFF	Corporacion Empresarial Altra SL
14B73D	ARCHEAN Technologies
A433D1	Fibrlink Communications Co. Ltd
84DE3D	Crystal Vision Ltd
B4AA4D	Ensequence, Inc.
040A83	Alcatel-Lucent
B42A39	ORBIT MERRET, spol. s r. o.
B80B9D	ROPEX Industrie-Elektronik GmbH
18AEBB	Siemens Convergence Creators GmbH&Co.KG
3891FB	Xenox Holding BV
50FAAB	L-tek d.o.o.
A8E018	Nokia Corporation
44AAE8	Nanotec Electronic GmbH & Co. KG
D8DF0D	beroNet GmbH
D8C068	Netgenetech.Co. Ltd
50E549	Giga-Byte Technology Co. Ltd
A8FCB7	Consolidated Resource Imaging
F87B8C	Amped Wireless
44D2CA	Anvia TV Oy
4C1A3A	PRIMA Research And Production Enterprise Ltd
AC0613	Senselogix Ltd
CCF67A	Ayecka Communication Systems Ltd
00BB8E	HME Co. Ltd
C0A26D	Abbott Point Of Care
205B2A	Private
18B430	Nest Labs Inc.
F8769B	Neopis Co. Ltd
08E672	Jebsee Electronics Co. Ltd
58E476	Centron Communications Technologies Fujian Co. Ltd
B435F7	Zhejiang Pearmain Electronics Co.Ltd
0C6E4F	PrimeVOLT Co. Ltd
685B36	Powertech Industrial Co. Ltd
983000	Beijing KEMACOM Technologies Co. Ltd
F81D93	Longdhua(Beijing) Controls Technology Co. Ltd
D0EB9E	Seowoo Inc.
8C5FDF	Beijing Railway Signal Factory
586D8F	Cisco-Linksys LLC
14C21D	Sabtech Industries
74B00C	Network Video Technologies, Inc
C88439	Sunrise Technologies
44E4D9	Cisco Systems Inc.
0054AF	Continental Automotive Systems Inc.
EC7D9D	MEI
9C95F8	SmartDoor Systems, LLC
D075BE	Reno A&E
7C6C39	Pixsys SRL
9C5D95	VTC Electronics Corp.
DC05ED	Nabtesco  Corporation
FC8329	Trei technics
94E848	Fylde Micro Ltd
AC5E8C	Utillink
CC7EE7	Panasonic AVC Networks Company
BC99BC	FonSee Technology Inc.
986022	EMW Co. Ltd
80B32A	Alstom Grid
803457	OT Systems Limited
B83D4E	Shenzhen Cultraview Digital Technology Co. Ltd Shanghai Branch
CCF3A5	Chi Mei Communication Systems, Inc
C4242E	Galvanic Applied Sciences Inc
6400F1	Cisco Systems Inc.
04C5A4	Cisco Systems Inc.
3CA72B	MRV Communications (Networks) Ltd
584C19	Chongqing Guohong Technology Development Company Limited
D0A311	Neuberger Geb?udeautomation GmbH
10A13B	Fujikura Rubber Ltd
F4E142	Delta Elektronika BV
F00248	SmarteBuilding
2CDD0C	Discovergy GmbH
40B2C8	Nortel Networks
486B91	Fleetwood Group Inc.
F43814	Shanghai Howell Electronic Co. Ltd
20AA25	IP-NET LLC
ECBBAE	Digivoice Tecnologia em Eletronica Ltda
DC2008	ASD Electronics Ltd
088DC8	Ryowa Electronics Co. Ltd
D491AF	Electroacustica General Iberica, S.A.
1CDF0F	Cisco Systems Inc.
34DF2A	Fujikon Industrial Co.,Limited
C88447	Beautiful Enterprise Co. Ltd
C88B47	Nolangroup S.P.A Con Socio Unico
24BA30	Technical Consumer Products, Inc.
74D675	WYMA Tecnologia
D01CBB	Beijing Ctimes Digital Technology Co. Ltd
9481A4	Azuray Technologies
BCE09D	Eoslink
346F92	White Rodgers Division
8CDB25	ESG Solutions
641A22	Heliospectra AB
30142D	Piciorgros GmbH
E441E6	Ottec Technology GmbH
10E2D5	Qi Hardware Inc.
7CDA84	Dongnian Networks Inc.
A036FA	Ettus Research LLC
EC836C	RM Tech Co. Ltd
C0C520	Ruckus Wireless
6083B2	GkWare e.K.
80D019	Embed, Inc
D41296	Anobit Technologies Ltd
B8FF6F	Shanghai Typrotech Technology Co.Ltd
DC9C52	Sapphire Technology Limited.
68122D	Special Instrument Development Co. Ltd
649B24	V Technology Co. Ltd
0475F5	Csst
BC20BA	Inspur (Shandong) Electronic Information Co. Ltd
249442	Open Road Solutions , Inc.
E0F379	Vaddio
B09AE2	STEMMER IMAGING GmbH
CCD811	Aiconn Technology Corporation
78D004	Neousys Technology Inc.
78A051	iiNet Labs Pty Ltd
58A76F	iD Corporation
44599F	Criticare Systems, Inc
3C2F3A	SFORZATO Corp.
EC9233	Eddyfi NDT Inc
ECE90B	Sistema Solucoes Eletronicas Ltda - Easytech
A08C9B	Xtreme Technologies Corp
607688	Velodyne
980EE4	Private
E828D5	Cots Technology
08D5C0	Seers Technology Co. Ltd
8CB64F	Cisco Systems Inc.
6C33A9	Magicjack LP
08B7EC	Wireless Seismic
BC71C1	XTrillion, Inc.
0C469D	MS Sedco
E0E8E8	Olive Telecommunication Pvt. Ltd
0C3C65	Dome Imaging Inc
942053	Nokia Corporation
D49C8E	University Of FUKUI
2CB0DF	Soliton Technologies Pvt Ltd
5CF3FC	IBM Corp
D43D67	Carma Industries Inc.
00BD27	Exar Corp.
C8A729	Systronics Co. Ltd
6C9CE9	Nimble Storage
700258	01DB-Metravib
20FDF1	3Com Europe Ltd
389592	Beijing Tendyron Corporation
705EAA	Action Target, Inc.
0C8D98	TOP Eight Ind Corp
30493B	Nanjing Z-Com Wireless Co. Ltd
68DB96	OPWILL Technologies Co . Ltd
00F860	PT. Panggung Electric Citrabuana
FCEDB9	Arrayent
44ED57	Longicorn, Inc.
C8A1B6	Shenzhen Longway Technologies Co. Ltd
641E81	Dowslake Microsystems
88ACC1	Generiton Co. Ltd
785712	Mobile Integration Workgroup
380A0A	Sky-City Communication and Electronics Limited Company
141BBD	Volex Inc.
78C6BB	Innovasic, Inc.
DC4EDE	Shinyei Technology Co. Ltd
888B5D	Storage Appliance Corporation
F0F842	KEEBOX, Inc.
78A714	Amphenol
F450EB	Telechips Inc
988EDD	TE Connectivity Limerick
98FC11	Cisco-Linksys LLC
180C77	Westinghouse Electric Company, LLC
ACA016	Cisco Systems Inc.
E4AD7D	SCL Elements
40D40E	Biodata Ltd
7C051E	Rafael Ltd
58570D	Danfoss Solar Inverters
0C826A	Wuhan Huagong Genuine Optics Technology Co. Ltd
38C7BA	CS Services Co. Ltd
70D57E	Scalar Corporation
7866AE	ZTEC Instruments, Inc.
78818F	Server Racks Australia Pty Ltd
E0589E	Laerdal Medical
44D63D	Talari Networks
58FD20	Bravida Sakerhet AB
9835B8	Assembled Products Corporation
240B2A	Viettel Group
68E41F	Unglaube Identech GmbH
84F64C	Cross Point BV
90513F	Elettronica Santerno SpA
7CA29B	D.SignT GmbH & Co. KG
34AAEE	Mikrovisatos Servisas UAB
A40CC3	Cisco Systems Inc.
34E0D7	Dongguan Qisheng Electronics Industrial Co. Ltd
40520D	Pico Technology
543131	Raster Vision Ltd
90E0F0	IEEE 1722a Working Group
1C6F65	Giga-Byte Technology Co. Ltd
F0AD4E	Globalscale Technologies, Inc.
903D5A	Shenzhen Wision Technology Holding Limited
609AA4	GVI Security Inc.
F0ED1E	Bilkon Bilgisayar Kontrollu Cih. Im.Ltd
24A937	PURE Storage
348302	iFORCOM Co. Ltd
949C55	Alta Data Technologies
389F83	OTN Systems N.V.
8C541D	LGE
601283	Soluciones Tecnologicas para la Salud y el Bienestar SA
003A9D	NEC Platforms Ltd
905446	TES Electronic Solutions
DC7B94	Cisco Systems Inc.
68234B	Nihon Dengyo Kousaku
18422F	Alcatel Lucent
A4BE61	EutroVision System, Inc.
E06290	Jinan Jovision Science & Technology Co. Ltd
A01859	Shenzhen Yidashi Electronics Co Ltd
042234	Wireless Standard Extensions
7812B8	Orantek Limited
F0B6EB	Poslab Technology Co. Ltd
FCCCE4	Ascon Ltd
34862A	Heinz Lackmann GmbH & Co KG
842141	Shenzhen Ginwave Technologies Ltd
B4ED54	Wohler Technologies
544249	Sony Corporation
24DBAD	ShopperTrak RCT Corporation
CC69B0	Global Traffic Technologies, LLC
2872C5	Smartmatic Corp
B8A3E0	BenRui Technology Co. Ltd
B8F732	Aryaka Networks Inc
70828E	OleumTech Corporation
502A7E	Smart electronic GmbH
F0264C	Dr. Sigrist AG
3C1CBE	Jadak LLC
A8995C	aizo ag
F445ED	Portable Innovation Technology Ltd
6C32DE	Indieon Technologies Pvt. Ltd
FCCF62	IBM Corp
B09074	Fulan Electronics Limited
2CA835	RIM
94F692	Geminico Co. Ltd
8C736E	Fujitsu Limited
30EFD1	Alstom Strongwish (Shenzhen) Co. Ltd
C835B8	Ericsson, EAB/RWI/K
243C20	Dynamode Group
70D5E7	Wellcore Corporation
3CF72A	Nokia Corporation
FCE192	Sichuan Jinwangtong Electronic Science&Technology Co,.Ltd
F8912A	GLP German Light Products GmbH
E02630	Intrigue Technologies, Inc.
8C9236	Aus.Linx Technology Co. Ltd
4012E4	Compass-EOS
F8DC7A	Variscite Ltd
003A9C	Cisco Systems Inc.
E8E776	Shenzhen Kootion Technology Co. Ltd
702F97	Aava Mobile Oy
9018AE	Shanghai Meridian Technologies, Co. Ltd
0494A1	Catch THE Wind Inc
2C3427	Erco & Gener
B42CBE	Direct Payment Solutions Limited
F47626	Viltechmeda UAB
EC4476	Cisco Systems Inc.
9CEBE8	BizLink (Kunshan) Co. Ltd
88ED1C	Cudo Communication Co. Ltd
B05B1F	Thermo Fisher Scientific S.P.A.
743256	NT-ware Systemprg GmbH
003AAF	BlueBit Ltd
C0BAE6	Application Solutions (Electronics and Vision) Ltd
20BFDB	DVL
889821	Teraon
CC5076	Ocom Communications, Inc.
705812	Panasonic AVC Networks Company
7C2CF3	Secure Electrans Ltd
304174	Altec Lansing LLC
7830E1	UltraClenz, LLC
FCFBFB	Cisco Systems Inc.
1C129D	IEEE PES Psrc/SUB
B40832	TC Communications
002720	NEW-SOL CoM
002712	MaxVision LLC
00270F	Envisionnovation Inc
0026D7	KM Electornic Technology Co. Ltd
0026D1	S Squared Innovations Inc.
0026CB	Cisco Systems Inc.
0026C4	Cadmos microsystems S.r.l.
0026BE	Schoonderbeek Elektronica Systemen B.V.
0026B2	Setrix GmbH
0026AC	Shanghai LUSTER Teraband photonic Co. Ltd
0026B1	Navis Auto Motive Systems, Inc.
0026A8	Daehap Hyper-Tech
0026A7	Connect SRL
0026A1	Megger
0026A2	Instrumentation Technology Systems
00269B	SOKRAT Ltd
002695	ZT Group Int'l Inc
00268F	MTA SpA
6C8CDB	Otus Technologies Ltd
401597	Protect America, Inc.
60391F	ABB Ltd
A07332	Cashmaster International Limited
7C7BE4	Z'Sedai Kenkyusho Corporation
40EF4C	Fihonest Communication Co. Ltd
24CF21	Shenzhen State Micro Technology Co. Ltd
04B3B6	Seamap (UK) Ltd
10BAA5	Gana I&C Co. Ltd
586ED6	Private
E09153	XAVi Technologies Corp.
CC0080	Bettini SRL
644BC3	Shanghai WOASiS Telecommunications Ltd, Co.
0CE709	Fox Crypto B.V.
002703	Testech Electronics Pte Ltd
0026FD	Interactive Intelligence
0026F6	Military Communication Institute
0026F0	cTrixs International GmbH.
0026EA	Cheerchip Electronic Technology (ShangHai) Co. Ltd
0026E3	DTI
0026DD	Fival Science & Technology Co. Ltd
0026DE	FDI Matelec
54B620	SUHDOL E&C Co.Ltd
C4AAA1	SUMMIT DEVELOPMENT, spol.s r.o.
78C40E	H&D Wireless
9C5B96	NMR Corporation
E4FFDD	Electron India
F852DF	VNL Europe AB
1CF061	SCAPS GmbH
A893E6	Jiangxi Jinggangshan Cking Communication Technology Co. Ltd
00267C	Metz-Werke GmbH & Co KG
002676	CoMMidt AS
00266F	Coordiwise Technology Corp.
002670	Cinch Connectors
002663	Shenzhen Huitaiwei Tech. Ltd, Co.
0025CD	Skylane Optics
0025C8	S-Access GmbH
0025C7	altek Corporation
0025C1	Nawoo Korea Corp.
0025BA	Alcatel-Lucent IPD
0025B5	Cisco Systems Inc.
0025AE	Microsoft Corporation
0025A8	Kontron (BeiJing) Technology Co. Ltd
0025A7	Comverge, Inc.
00262B	Wongs Electronics Co. Ltd
002625	MediaSputnik
00261E	Qingbang Elec(SZ) Co. Ltd
002619	FRC
002612	Space Exploration Technologies
00260B	Cisco Systems Inc.
00260C	Dataram
0025FF	CreNova Multimedia Co. Ltd
002606	RAUMFELD GmbH
0025F9	GMK electronic design GmbH
0025A2	Alta Definicion LINCEO S.L.
002596	GIGAVISION srl
00259B	Beijing PKUNITY Microsystems Technology Co. Ltd
002595	Northwest Signal Supply, Inc
00258F	Trident Microsystems, Inc.
002585	KOKUYO S&T Co. Ltd
00257B	STJ  Electronics  PVT  Ltd
002574	KUNIMI MEDIA DEVICE Co. Ltd
00264F	Kr?ger &Gothe GmbH
002648	Emitech Corp.
002644	Thomson Telecom Belgium
00263E	Trapeze Networks
002638	Xia Men Joyatech Co. Ltd
00263D	MIA Corporation
002631	Commtact Ltd
00256F	Dantherm Power
002562	interbro Co. Ltd
00255C	NEC Corporation
00254F	ELETTROLAB Srl
002518	Power PLUS Communications AG
002513	CXP Digital BV
00250C	Enertrac
002505	eks Engel GmbH & Co. KG
0024F9	Cisco Systems Inc.
0024F2	Uniphone Telecommunication Co. Ltd
0024ED	YT Elec. Co,.Ltd
0024E6	In Motion Technology Inc.
0024E1	Convey Computer Corp.
0024DF	Digitalbox Europe GmbH
0024DA	Innovar Systems Limited
002549	Jeorich Tech. Co. Ltd
002538	Samsung Electronics Co. Ltd, Memory Division
002542	Pittasoft
002530	Aetas Systems Inc.
002529	Comelit Group S.P.A
002522	ASRock Incorporation
00251D	DSA Encore, LLC
0025F5	DVS Korea, Co. Ltd
0025F0	Suga Electronics Limited
0025EA	Iphion BV
0025E4	OMNI-WiFi, LLC
0025E0	CeedTec Sdn Bhd
0025DA	Secura Key
0025D9	DataFab Systems Inc.
002410	NUETEQ Technology,Inc.
002409	The Toro Company
0023FD	AFT Atlas Fahrzeugtechnik GmbH
0023F6	Softwell Technology Co. Ltd
0023EC	Algorithmix GmbH
0023E7	Hinke A/S
002387	ThinkFlood, Inc.
002381	Lengda Technology(Xiamen) Co. Ltd
00237B	Whdi LLC
002372	More Star Industrial Group Limited
0024CE	Exeltech Inc
0024D3	QUALICA Inc.
0024C7	Mobilarm Ltd
0024C2	Asumo Co. Ltd
0024BC	HuRob Co. Ltd
0024B7	GridPoint, Inc.
0024AB	A7 Engineering, Inc.
0024A6	TELESTAR DIGITAL GmbH
00249A	Beijing Zhongchuang Telecommunication Test Co. Ltd
00249F	RIM Testing Services
002487	Blackboard Inc.
002498	Cisco Systems Inc.
002485	ConteXtream Ltd
002480	Meteocontrol GmbH
00244A	Voyant International
002449	Shen Zhen Lite Star Electronics Technology Co. Ltd
002443	Nortel Networks
002439	Digital Barriers Advanced Technologies
002479	Optec Displays, Inc.
00246D	Weinzierl Engineering GmbH
002474	Autronica Fire And Securirty
002468	Sumavision Technologies Co. Ltd
002466	Unitron nv
002461	Shin Wang Tech.
00245C	Design-Com Technologies Pty. Ltd
00244F	Asantron Technologies Ltd
0023BB	Schmitt Industries
0023BA	Chroma
0023B5	Ortana Ltd
0023A8	Marshall Electronics
00239B	Elster Solutions, LLC
002396	Andes Technology Corporation
002391	Maxian
00238C	Private
002432	Neostar Technology Co. Ltd
002429	MK Master Inc.
00241C	FuGang Electronic (DG) Co. Ltd
002428	EnergyICT
002416	Any Use
0023E0	INO Therapeutics LLC
0023DA	Industrial Computer Source (Deutschland)GmbH
0023C8	Team-R
0023C7	AVSystem
0023C1	Securitas Direct AB
0021DC	TECNOALARM S.r.l.
0021D6	LXI Consortium
0021CF	The Crypto Group
0021C9	Wavecom Asia Pacific Limited
0021CA	ART System Co. Ltd
0021C3	CoRNELL Communications, Inc.
002334	Cisco Systems Inc.
00232E	Kedah Electronics Engineering, LLC
002329	DDRdrive LLC
002322	KISS Teknical Solutions, Inc.
002325	IOLAN Holding
002319	Sielox LLC
002270	ABK North America, LLC
002317	Lasercraft Inc
002310	LNC Technology Co. Ltd
002273	Techway
002274	FamilyPhone AB
00226F	3onedata Technology Co. Ltd
00226A	Honeywell
002260	AFREEY Inc.
00225B	Teradici Corporation
002256	Cisco Systems Inc.
002255	Cisco Systems Inc.
00224D	Mitac International Corp.
002252	ZOLL Lifecor Corporation
002246	Evoc Intelligent Technology Co. Ltd
002366	Beijing Siasun Electronic System Co. Ltd
00236B	Xembedded, Inc.
002359	Benchmark Electronics ( Thailand ) Public Company Limited
00235F	Silicon Micro Sensors GmbH
002353	F E T Elettronica snc
00234C	KTC AB
002304	Cisco Systems Inc.
0022F3	Sharp Corporation
0022EE	Algo Communication Products Ltd
0022E7	WPS Parking Systems
0022E1	ZORT Labs, LLC.
0022E2	WABTEC Transit Division
0022DB	Translogic Corporation
0022A1	Huawei Symantec Technologies Co. Ltd
00229B	AverLogic Technologies, Inc.
00229C	Verismo Networks Inc
002295	SGM Technology for lighting spa
00228E	TV-Numeric
002289	Optosecurity Inc.
002282	8086 Consultancy
00227C	Woori SMT Co. Ltd
002279	Nippon Conlux Co. Ltd
00223C	RATIO Entwicklungen GmbH
002236	Vector SP. Z O.O.
002230	FutureLogic Inc.
002229	Compumedics Ltd
00221D	Freegene Technology Ltd
002224	Good Will Instrument Co. Ltd
002223	TimeKeeping Systems, Inc.
002216	Shibaura Vending Machine Corporation
002217	Neat Electronics
002211	Rohati Systems
00220A	OnLive, Inc
002204	Koratek
0021FF	Cyfrowy Polsat SA
0021F5	Western Engravers Supply, Inc.
0021EF	Kapsys
0021EE	Full Spectrum Inc.
0022D4	ComWorth Co. Ltd
0022CA	Anviz Biometric Tech. Co. Ltd
0022C5	InfORSON Co Ltd
0022C0	Shenzhen Forcelink Electronic Co Ltd
0022BB	beyerdynamic GmbH & Co. KG
0022AE	Mattel Inc.
0022AD	Telesis Technologies, Inc.
0022A8	Ouman Oy
002132	Masterclock, Inc.
00212C	SemIndia System Private Limited
002131	Blynke Inc.
00211F	Shinsung Deltatech Co. Ltd
002120	Sequel Technologies
002125	KUK JE TONG SHIN Co. Ltd
002112	Wiscom System Co. Ltd
001FB9	Paltronics
001FB7	WiMate Technologies Corp.
001FB8	Universal Remote Control, Inc.
001FB2	Sontheim Industrie Elektronik GmbH
001FAB	I.S High Tech.Inc
001FA6	Stilo srl
001FA1	Gtran Inc
001F9C	Ledco
00215E	IBM Corp
002151	Millinet Co. Ltd
002152	General Satellite Research & Development Limited
002157	National Datacast, Inc.
00214B	Shenzhen HAMP Science & Technology Co. Ltd
002145	Semptian Technologies Ltd
002144	SS Telecoms
00213C	AliphCom
00213B	Berkshire Products, Inc
002190	Goliath Solutions
002189	AppTech, Inc.
002184	Powersoft SRL
00217D	Pyxis S.R.L.
002177	W. L. Gore & Associates
002176	YMax Telecom Ltd
002171	Wesung TNC Co. Ltd
002164	Special Design Bureau for Seismic Instrumentation
002103	GHI Electronics, LLC
001FFA	Coretree, Co Ltd
001FF5	Kongsberg Defence & Aerospace
001FF4	Power Monitors, Inc.
001FEE	ubisys technologies GmbH
001FE7	Simet
001FDB	Network Supply Corp.,
001FD1	Optex Co. Ltd
001FCA	Cisco Systems Inc.
001FBE	Shenzhen Mopnet Industrial Co. Ltd
001F62	JSC Stilsoft
001F67	Hitachi Ltd
001F55	Honeywell Security (China) Co. Ltd
001F56	Digital Forecast
001F4F	Thinkware Co. Ltd
001F48	Mojix Inc.
001F43	Entes Elektronik
001F8E	Metris USA Inc.
001F88	FMS Force Measuring Systems AG
001F81	Accel Semiconductor Corp
001B58	ACE CAD Enterprise Co. Ltd
001F78	Blue Fox Porini Textile
001F6E	Vtech Engineering Corporation
001F68	Martinsson Elektronik AB
0021BC	Zala Computer
0021B7	Lexmark International Inc.
0021B0	Tyco Telecommunications
0021A4	Dbii Networks
00219A	Cambridge Visual Networks Ltd
002196	Telsey  S.p.A.
001E4B	City Theatrical
001E47	PT. Hariff Daya Tunggal Engineering
001E41	Microwave Communication & Component, Inc.
001E2E	SIRTI S.p.A.
001E27	SBN TECH Co. Ltd
001E28	Lumexis Corporation
001DF2	Netflix, Inc.
001DEB	DINEC International
001DEC	Marusys
001DE6	Cisco Systems Inc.
001DDA	Mikroelektronika spol. s r. o.
001DDF	Sunitec Enterprise Co. Ltd
001DCC	Hetra Secure Solutions
001DC7	L-3 Communications Geneva Aerospace
001DC0	Enphase Energy
001ED8	Digital United Inc.
001ED2	Ray Shine Video Technology Inc
001ED1	Keyprocessor B.V.
001ECC	Cdvi
001EC5	Middle Atlantic Products Inc
001EBF	Haas Automation Inc.
001EB9	Sing Fai Technology Limited
001EB2	LG innotek
001F2E	Triangle Research Int'l Pte Ltd
001F2D	Electro-Optical Imaging, Inc.
001F27	Cisco Systems Inc.
001F14	NexG
001F1B	RoyalTek Company Ltd
001F0D	L3 Communications - Telemetry West
001F0E	Japan Kyastem Co. Ltd
001E22	ARVOO Imaging Products BV
001E1B	Digital Stream Technology, Inc.
001E16	Keytronix
001E15	Beech Hill Electronics
001E11	Elelux International Ltd
001E05	Xseed Technologies & Computing
001E0C	Sherwood Information Partners, Inc.
001DFE	Palm, Inc
001DF9	Cybiotronics (Far East) Limited
001EAD	Wingtech Group Limited
001EA2	Symx Systems, Inc.
001EA7	Actiontec Electronics, Inc
001EA1	Brunata a/s
001E9B	San-Eisha Ltd
001E94	Supercom Technology Corporation
001E8F	Canon Inc.
001E87	Realease Limited
001E80	Last Mile Ltd
001EFC	JSC Massa-K
001F08	Risco Ltd
001EF5	Hitek Automated Inc.
001EFB	Trio Motion Technology Ltd
001EE9	Stoneridge Electronics AB
001EEE	ETL Systems Ltd
001E7B	R.I.Co. S.r.l.
001E76	Thermo Fisher Scientific
001E6A	Beijing Bluexon Technology Co. Ltd
001E71	MIrcom Group Of Companies
001E63	Vibro-Meter SA
001E5E	Computime Ltd
001E57	ALCOMA, spol. s r.o.
001E51	Converter Industry Srl
001DB9	Wellspring Wireless
001DB4	Kumho ENG Co. Ltd
001D9E	Axion Technologies
001DA3	SabiOso
001D9D	Artjoy International Limited
001D45	Cisco Systems Inc.
001D3E	Saka Techno Science Co. Ltd
001D37	Thales-Panda Transportation System
001D38	Seagate Technology
001D32	Longkay Communication & Technology (Shanghai) Co. Ltd
001D2B	Wuhan Pont Technology Co.  Ltd
001D1F	Siauliu Tauro Televizoriai, JSC
001D26	Rockridgesound Technology Co.
001D1A	OvisLink S.A.
001D7A	Wideband Semiconductor, Inc.
001D74	Tianjin China-Silicon Microelectronics Co. Ltd
001D62	InPhase Technologies
001D61	BIJ Corporation
001D5B	Tecvan Inform?tica Ltda
001D54	Sunnic Technology & Merchandise Inc.
001D4A	Carestream Health, Inc.
001CE8	Cummins Inc
001CE4	EleSy JSC
001CDD	Cowbell Engineering Co. Ltd
001CDE	Interactive Multimedia eXchange Inc.
001CD8	BlueAnt Wireless
001CD1	Waves Audio Ltd
001CCB	Forth Corporation Public Company Limited
001CC5	3Com Ltd
001D14	Speradtone Information Technology Limited
001D07	Shenzhen Sang Fei Consumer Communications Co. Ltd
001D01	Neptune Digital
001CFA	Alarm.com
001CEE	Sharp Corporation
001CF5	Wiseblue Technology Limited
001CB9	Kwang Sung Electronics Co. Ltd
001CAF	Plato Networks Inc.
001CB4	Iridium Satellite LLC
001C9F	Razorstream, LLC
001C99	Shunra Software Ltd
001C8C	Dial Technology Ltd
001C93	ExaDigm Inc
001C87	Uriver Inc.
001C82	Genew Technologies
001C1A	Thomas Instrumentation, Inc
001C0E	Cisco Systems Inc.
